-23.62,-30.706,-29.488,-30.315
-2.49,0.09,-0.091,0.174
-4.78,-4.552,-4.597,-4.318
-4.45,-4.396,-4.557,-4.306
-5.33,-4.028,-4.218,-4.038
-5.26,-5.592,-4.956,-5.106
-8.24,-7.498,-7.598,-7.381
-6.24,-5.708,-5.76,-5.824
-7.78,-8.479,-8.491,-8.155
-3.75,-2.431,-2.266,-2.657
-4.44,-5.372,-5.03,-5.413
-4.09,-0.554,-0.626,-0.731
-4.51,-2.219,-2.111,-2.354
-3.2,-4.06,-4.344,-4.461
-2.53,-0.972,-0.87,-1.492
-3.78,-1.727,-1.666,-1.589
-2.78,-0.063,0.002,-0.137
-7.63,-8.528,-9.013,-8.947
-6.78,-6.401,-7.036,-6.656
-9.34,-6.456,-6.66,-5.866
-7.43,-0.379,-0.206,-0.468
-5.73,-7.542,-7.351,-7.482
-5.31,-6.486,-6.266,-6.262
-4.8,-5.64,-5.727,-5.728
-4.29,-4.982,-5.628,-5.196
-1.66,-0.557,-0.719,-0.382
-2.29,-1.112,-1.25,-0.982
-7.29,-5.177,-4.953,-5.173
-6.96,-7.011,-7.163,-7.285
-5.8,-5.384,-5.59,-6.007
-4.68,-3.384,-3.004,-3.512
-5.66,-3.252,-3.453,-3.527
-5.94,-6.927,-6.994,-6.821
-3.93,-1.59,-1.953,-1.713
-0.85,0.657,0.591,0.575
-5.05,-3.784,-4.007,-3.723
-3.13,-3.287,-3.16,-3.336
0.14,0.749,0.819,0.681
-5.08,-6.679,-6.682,-6.759
-11.53,-8.388,-8.402,-8.124
-9.44,-6.09,-6.074,-5.932
-14.21,-12.571,-11.743,-11.407
-11.85,-6.44,-6.313,-6.243
-3.16,-3.005,-2.671,-2.788
-4.14,-1.337,-1.592,-1.751
-9.53,-5.917,-6.194,-5.929
-2.87,-1.103,-1.234,-1.061
