-23.62,-31.189,-32.632,-32.536
-2.49,-1.278,-0.905,-0.889
-4.78,-4.783,-4.951,-4.679
-4.45,-4.34,-4.633,-4.583
-5.33,-5.885,-5.813,-5.714
-5.26,-5.307,-5.747,-5.894
-8.24,-7.698,-7.685,-7.474
-6.24,-5.538,-5.579,-5.489
-7.78,-9.49,-9.254,-9.169
-3.75,-3.863,-3.892,-4.505
-4.44,-5.463,-5.356,-5.037
-4.09,-1.192,-1.005,-0.861
-4.51,-3.473,-3.445,-3.509
-3.2,-4.158,-4.25,-4.316
-2.53,-1.82,-2.198,-2.341
-3.78,-1.375,-1.615,-1.598
-2.78,0.221,0.319,0.049
-7.63,-10.626,-10.569,-10.532
-6.78,-6.486,-6.895,-6.808
-9.34,-8.455,-7.752,-8.458
-7.43,-0.568,-0.708,-0.655
-5.73,-8.093,-8.087,-8.098
-5.31,-8.717,-8.331,-8.454
-4.8,-5.907,-6.291,-6.638
-4.29,-4.796,-5.697,-5.401
-1.66,-0.429,-0.577,-0.601
-2.29,-2.155,-2.434,-2.114
-7.29,-5.574,-5.674,-5.613
-6.96,-7.689,-7.846,-8.05
-5.8,-5.516,-5.863,-5.562
-4.68,-3.294,-3.264,-3.499
-5.66,-2.927,-2.803,-2.764
-5.94,-8.082,-8.084,-7.684
-3.93,-2.193,-2.118,-2.311
-0.85,0.68,1.06,0.793
-5.05,-3.743,-3.679,-3.745
-3.13,-4.382,-4.221,-4.194
0.14,0.657,1.012,0.794
-5.08,-8.34,-8.393,-8.233
-11.53,-10.807,-11.184,-11.533
-9.44,-7.973,-8.621,-7.964
-14.21,-15.286,-14.366,-15.09
-11.85,-9.306,-9.19,-9.26
-3.16,-3.525,-3.657,-3.763
-4.14,-1.498,-1.799,-1.269
-9.53,-7.545,-7.466,-8.084
-2.87,-1.29,-1.362,-1.337
